fighter_name,ko/tko_wins,submission_wins,decision_wins,win_streak,lose_streak,longest_win_streak,longest_lose_streak,title_fight_wins,reach_in,height_in,weight_in,dob_in,stance_Open,stance_Orthodox,stance_Sideways,stance_Southpaw,stance_Switch,fighter_name_norm,name,url,total_fights,wins,losses,draw,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedown_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_def,takedown_def,knockdown_avg,avg_fight_time_seconds,str_standing,str_clinch,str_ground,str_head,str_body,str_leg,img,name_norm
Russell Doane,1,4,3,0,1,2,4,0,70.0,67.0,135.0,1986.0,False,True,False,False,False,russell doane,Russell Doane,https://www.ufc.com/athlete/russell-doane,23,15,8,0,137.0,335.0,11.0,24.0,1.75,1.68,2.11,0.77,54.0,53.0,0.38,586.0,67.0,25.0,45.0,103.0,24.0,10.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/a190bd2c-5052-483e-9fe3-20b3a077bad2%252FRussell-Doane_464803_LeftFullBodyImage.png?itok=XqxOyUMB,russell doane
Drew Dober,14,5,7,1,0,3,3,0,70.0,68.0,155.0,1988.0,False,False,False,True,False,drew dober,Drew Dober,https://www.ufc.com/athlete/drew-dober,42,27,15,0,889.0,2207.0,7.0,52.0,4.36,4.33,0.66,0.07,51.0,56.0,0.66,471.0,692.0,105.0,92.0,573.0,200.0,116.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-07/DOBER_DREW_L_07-13.png?itok=u4QpFqEW,drew dober
Shana Dobson,4,0,2,0,1,1,3,0,69.0,66.0,125.0,1989.0,False,True,False,False,False,shana dobson,Shana Dobson,https://www.ufc.com/athlete/shana-dobson,9,4,5,0,180.0,475.0,1.0,6.0,3.34,5.2,0.84,0.0,50.0,14.0,0.28,539.0,129.0,30.0,21.0,103.0,54.0,23.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-02/DOBSON_SHANA_L.png?VersionId=Y4M4ba4Qt86pGNmPnStWNSberc4.46j5&itok=Uy3rYRdA,shana dobson
AJ Dobson,1,1,3,0,1,1,2,0,76.0,73.0,185.0,1992.0,False,True,False,False,False,aj dobson,AJ Dobson,https://www.ufc.com/athlete/manon-firot-2,10,7,3,0,231.0,500.0,0.0,8.0,4.29,5.31,1.67,0.28,46.0,65.0,0.28,647.0,180.0,27.0,24.0,142.0,31.0,58.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-02/52c46833-d01d-4fe6-9885-840013701587%252FDOBSON_AJ_L_02-12.png?itok=uiGnAQjS,aj dobson
David Dodd,0,0,2,0,2,0,2,0,72.0,74.0,200.0,1973.0,False,True,False,False,False,david dodd,David Dodd,https://www.ufc.com/athlete/david-dodd,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,david dodd
John Dodson,6,0,11,0,1,3,2,1,66.0,63.0,135.0,1984.0,False,True,False,False,False,john dodson,John Dodson,https://www.ufc.com/athlete/shiyon-totsutoson,34,22,12,0,742.0,1822.0,9.0,38.0,3.2,3.58,0.71,0.0,62.0,82.0,0.71,817.0,631.0,84.0,27.0,414.0,223.0,105.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-08/DODSON_JOHN_L_02-15.png?VersionId=Rtqs4QfMBwRQcvens1VOeY7SsiXJg1nt&itok=K0peOq2S,john dodson
Joe Doerksen,4,3,4,0,2,1,5,0,75.0,72.0,185.0,1977.0,False,True,False,False,False,joe doerksen,Joe Doerksen,https://www.ufc.com/athlete/joe-doerksen,59,45,14,0,159.0,372.0,0.0,45.0,1.43,2.79,2.02,2.29,51.0,33.0,0.13,607.0,115.0,24.0,20.0,102.0,32.0,25.0,,joe doerksen
Roman Dolidze,5,1,6,0,1,4,2,0,76.0,74.0,185.0,1988.0,False,True,False,False,False,roman dolidze,Roman Dolidze,https://www.ufc.com/athlete/roman-dolidze,19,15,4,0,568.0,1355.0,9.0,28.0,3.41,3.72,0.99,0.81,49.0,26.0,0.36,768.0,459.0,34.0,75.0,358.0,84.0,126.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/DOLIDZE_ROMAN_L_08-09.png?itok=Dfz3GvDa,roman dolidze
Cameron Dollar,0,1,0,0,1,0,1,0,72.0,71.0,155.0,1987.0,False,True,False,False,False,cameron dollar,Cameron Dollar,https://www.ufc.com/athlete/cameron-dollar,8,5,3,0,24.0,63.0,0.0,1.0,5.04,2.94,0.0,0.0,61.0,0.0,4.0,0.0,24.0,0.0,0.0,18.0,6.0,0.0,,cameron dollar
CB Dollaway,7,4,8,0,1,3,3,0,76.0,74.0,185.0,1983.0,False,True,False,False,False,cb dollaway,CB Dollaway,https://www.ufc.com/athlete/cb-dollaway,28,18,10,0,436.0,918.0,37.0,71.0,2.65,2.58,3.55,1.18,54.0,63.0,0.27,495.0,248.0,59.0,129.0,288.0,92.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/fd582f2a-5abd-44dc-bd2e-ced6a29ddf19%252FCB-Dollaway_924_LeftFullBodyImage.png?itok=_2n_QYql,cb dollaway
Daniil Donchenko,1,0,0,1,0,1,0,1,71.0,71.0,170.0,2001.0,False,True,False,False,False,daniil donchenko,Daniil Donchenko,https://www.ufc.com/athlete/daniil-donchenko,15,13,2,0,39.0,68.0,1.0,3.0,8.76,2.25,3.37,0.0,72.0,75.0,3.37,267.0,23.0,6.0,10.0,29.0,8.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/DONCHENKO_DANIIL_R_09-13.png?itok=6xWMRtqW,daniil donchenko
Cody Donovan,4,0,0,0,3,1,3,0,74.0,75.0,205.0,1981.0,False,True,False,False,False,cody donovan,Cody Donovan,https://www.ufc.com/athlete/kodi-stemenn-0,13,8,5,0,101.0,171.0,0.0,7.0,5.61,5.44,1.67,1.67,46.0,1.67,4.0,0.0,59.0,36.0,6.0,64.0,34.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/d9124aeb-f195-4a88-955a-327aa9295263%252FCody-Donovan_296290_LeftFullBodyImage.png?itok=82OkMANp,cody donovan
Houston Dorr,1,0,0,0,1,0,1,0,72.0,73.0,210.0,1986.0,False,True,False,False,False,houston dorr,Houston Dorr,https://www.ufc.com/athlete/houston-dorr,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,houston dorr
Rafael Dos Anjos,8,6,22,0,3,5,3,2,70.0,68.0,170.0,1984.0,False,False,False,True,False,rafael dos anjos,Rafael Dos Anjos,https://www.ufc.com/athlete/rafael-dos-anjos,49,32,17,0,1822.0,3871.0,45.0,191.0,3.48,3.23,1.95,0.57,60.0,55.0,0.2,872.0,1224.0,321.0,277.0,1063.0,434.0,325.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/5/DOS_ANJOS_RAFAEL_L_12-03.png?itok=uxTcFjjQ,rafael dos anjos
Geronimo dos Santos,1,0,0,0,1,0,1,0,72.0,75.0,264.0,1980.0,False,True,False,False,False,geronimo dos santos,Geronimo dos Santos,https://www.ufc.com/athlete/geronimo-dos-santos,45,31,14,0,3.0,9.0,0.0,0.0,1.09,8.73,0.0,0.0,41.0,33.0,0.0,165.0,0.0,3.0,0.0,3.0,0.0,0.0,,geronimo dos santos
Antonio Dos Santos,2,0,0,0,2,0,2,0,72.0,70.0,185.0,1988.0,False,True,False,False,False,antonio dos santos,Antonio dos Santos,https://www.ufc.com/athlete/antonio-dos-santos,9,6,3,0,48.0,94.0,0.0,1.0,5.4,3.94,0.0,0.0,44.0,100.0,1.69,267.0,38.0,8.0,2.0,32.0,5.0,11.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/62ac6e16-ac2f-4111-90f7-fd457645ada6%252Fantonio-dos-santos_514248_LeftFullBodyImage.png?itok=Xsuucynw,antonio dos santos
Anderson Dos Santos,1,1,2,0,1,1,2,0,70.0,65.0,135.0,1985.0,False,True,False,False,False,anderson dos santos,Anderson dos Santos,https://www.ufc.com/athlete/anderson-dos-santos,30,21,9,0,124.0,486.0,2.0,21.0,2.7,5.37,0.98,0.65,50.0,67.0,0.0,688.0,107.0,10.0,7.0,87.0,15.0,22.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/DOS_SANTOS_ANDERSON_L_07-17.png?itok=NGGzIx5o,anderson dos santos
Acacio Dos Santos,0,0,1,0,1,0,1,0,79.0,76.0,205.0,1991.0,False,True,False,False,False,acacio dos santos,Acacio dos Santos,https://www.ufc.com/athlete/acacio-dos-santos,1,0,1,0,19.0,46.0,0.0,0.0,1.27,1.4,0.0,0.0,43.0,31.0,0.0,900.0,18.0,1.0,0.0,18.0,0.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-07/DOS_SANTOS_ACACIO_R_CS.png?itok=j75ZjQ8Y,acacio dos santos
Rayanne dos Santos,0,0,4,0,4,0,4,0,62.0,62.0,115.0,1995.0,False,True,False,False,False,rayanne dos santos,Rayanne Dos Santos,https://www.ufc.com/athlete/rayanne-dos-santos,23,14,9,0,274.0,679.0,0.0,14.0,4.57,6.47,0.5,0.0,59.0,80.0,0.0,900.0,250.0,23.0,1.0,199.0,52.0,23.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-05/DOS_SANTOS_RAYANNE_L_05-31.png?itok=eDACRR-I,rayanne dos santos
Felipe dos Santos,0,0,4,0,2,1,2,0,70.0,67.0,125.0,2000.0,False,True,False,False,False,felipe dos santos,Felipe dos Santos,https://www.ufc.com/athlete/felipe-dos-santos,11,8,3,0,225.0,571.0,0.0,16.0,3.75,3.8,0.0,0.5,42.0,20.0,0.0,900.0,186.0,18.0,21.0,119.0,59.0,47.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-09/DOS_SANTOS_FELIPE_L_09-07.png?itok=bynfCaWH,felipe dos santos
Lerryan Douglas,1,0,0,1,0,1,0,0,72.0,69.0,145.0,1995.0,False,True,False,False,False,lerryan douglas,Lerryan Douglas,https://www.ufc.com/athlete/lerryan-douglas,1,1,0,0,7.0,8.0,0.0,0.0,11.67,5.0,0.0,0.0,67.0,50.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/DOUGLAS_LERRYAN_R_09-09.png?itok=lwUNmpH8,lerryan douglas
John Dowdy,1,0,0,0,1,0,1,0,72.0,70.0,161.0,1986.0,False,False,False,False,False,john dowdy,John Dowdy,https://www.ufc.com/athlete/khyuston-dorr-0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,john dowdy
Derek Downey,0,1,0,0,1,0,1,0,72.0,73.0,185.0,1980.0,False,True,False,False,False,derek downey,Derek Downey,https://www.ufc.com/athlete/derek-downey,14,10,4,0,2.0,2.0,0.0,6.0,0.32,3.36,2.4,0.0,13.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,derek downey
Kyle Driscoll,0,0,1,1,0,1,0,0,74.0,71.0,145.0,1994.0,False,True,False,False,False,kyle driscoll,Kyle Driscoll,https://www.ufc.com/athlete/kyle-driscoll,15,12,3,0,41.0,125.0,0.0,11.0,2.73,2.6,2.0,0.0,59.0,0.0,15.0,0.0,39.0,2.0,0.0,22.0,10.0,9.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/47f78e1d-4a37-4cf4-a197-b605a3373b6b%252FDRISCOLL_KYLE_R.png?itok=AxH_aDdZ,kyle driscoll
Tomasz Drwal,3,2,1,0,2,3,2,0,76.0,73.0,205.0,1982.0,False,True,False,False,False,tomasz drwal,Tomasz Drwal,https://www.ufc.com/athlete/tomasz-drwal,21,17,4,0,125.0,328.0,0.0,15.0,3.29,2.26,3.55,0.39,57.0,82.0,0.39,380.0,68.0,33.0,24.0,97.0,10.0,18.0,,tomasz drwal
Robert Drysdale,0,0,0,0,0,0,0,0,72.0,75.0,205.0,1981.0,False,True,False,False,False,robert drysdale,Robert Drysdale,https://www.ufc.com/athlete/robert-drysdale,7,7,0,0,0.0,5.0,0.0,1.0,0.0,0.0,7.32,21.95,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/1028d3fb-7786-469b-ac3c-d0a8fd86a1eb%252Frobert-drysdale_336580_LeftFullBodyImage.png?itok=mfS_VCgt,robert drysdale
Dricus Du Plessis,4,2,4,0,1,9,1,3,76.0,73.0,185.0,1994.0,False,False,False,False,True,dricus du plessis,Dricus Du Plessis,https://www.ufc.com/athlete/dricus-du-plessis,26,23,3,0,770.0,1578.0,2.0,43.0,5.18,4.33,2.22,0.71,53.0,35.0,0.4,893.0,635.0,61.0,74.0,457.0,137.0,176.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/DU_PLESSIS_DRICUS_L_01-20.png?itok=wGsM0ZPt,dricus du plessis
Hugo Duarte,1,0,0,0,2,0,2,0,72.0,72.0,240.0,1968.0,False,True,False,False,False,hugo duarte,Hugo Duarte,https://www.ufc.com/athlete/hugo-duarte,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,hugo duarte
Yuneisy Duben,2,0,0,0,1,1,1,0,65.0,64.0,125.0,1996.0,False,True,False,False,False,yuneisy duben,Yuneisy Duben,https://www.ufc.com/athlete/yuneisy-duben,7,6,1,0,39.0,80.0,0.0,0.0,13.53,10.75,0.0,0.0,54.0,5.2,1.0,0.0,35.0,4.0,0.0,30.0,1.0,8.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-03/DUBEN_YUNEISY_L_03-15.png?itok=pbMNAiCF,yuneisy duben
Emily Ducote,0,0,5,0,1,1,2,0,63.0,62.0,115.0,1994.0,False,True,False,False,False,emily ducote,Emily Ducote,https://www.ufc.com/athlete/emily-ducote,22,13,9,0,559.0,1072.0,0.0,7.0,7.45,7.84,0.2,0.0,58.0,94.0,0.0,900.0,540.0,16.0,3.0,316.0,114.0,129.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-05/DUCOTE_EMILY_L_05-20.png?itok=TqyQPFUu,emily ducote
Viktoriia Dudakova,2,0,3,0,2,3,2,0,67.0,65.0,115.0,1999.0,False,True,False,False,False,viktoriia dudakova,Viktoriia Dudakova,https://www.ufc.com/athlete/viktoriia-dudakova,10,8,2,0,158.0,330.0,1.0,28.0,2.87,3.4,2.73,0.0,50.0,33.0,0.27,660.0,122.0,26.0,10.0,106.0,49.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/2/DUDAKOVA_VIKTORIIA_L_01-11.png?itok=MMpPG4UP,viktoriia dudakova
Milana Dudieva,2,0,1,0,2,1,2,0,72.0,63.0,135.0,1989.0,False,True,False,False,False,milana dudieva,Milana Dudieva,https://www.ufc.com/athlete/milana-dudieva,16,11,5,0,28.0,88.0,0.0,11.0,0.87,3.43,2.34,0.0,58.0,0.0,10.0,0.0,18.0,9.0,1.0,14.0,8.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/Milana-Dudieva_482623_LeftFullBodyImage.png?VersionId=BtDGkI7RslQs3ZbJUBP_7wBdvaqwNL8A&itok=XzBIH73d,milana dudieva
Todd Duffee,6,0,0,0,0,2,2,0,78.0,75.0,260.0,1985.0,False,True,False,False,False,todd duffee,Todd Duffee,https://www.ufc.com/athlete/todd-duffee,12,9,3,0,124.0,333.0,0.0,4.0,5.93,2.87,0.72,0.0,57.0,90.0,2.87,179.0,94.0,23.0,7.0,104.0,18.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2019-09/DUFFEE_TODD_L.png?VersionId=U1vb0ETSLKWX3eoU1.c3uovXZFFl.FJG&itok=svHMUHav,todd duffee
Joe Duffy,2,3,3,0,3,2,3,0,73.0,70.0,155.0,1988.0,False,True,False,False,False,joe duffy,Joe Duffy,https://www.ufc.com/athlete/joe-duffy,21,16,5,0,168.0,489.0,2.0,6.0,2.68,3.78,0.96,0.72,55.0,64.0,0.48,470.0,143.0,13.0,12.0,110.0,35.0,23.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-07/DUFFY_JOE_L_03-16.png?VersionId=m1mrpphjnpe9JSd.9y5bOoeYvpmC3Vjy&itok=3RboT_TZ,joe duffy
Alexis Dufresne,0,0,2,0,2,0,2,0,72.0,69.0,135.0,1990.0,False,True,False,False,False,alexis dufresne,Alexis Dufresne,https://www.ufc.com/athlete/alexis-dufresne,7,5,2,0,40.0,144.0,0.0,6.0,1.33,3.33,1.5,0.0,61.0,50.0,0.0,900.0,31.0,2.0,7.0,12.0,8.0,20.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Alexis-Dufresne_479266_LeftFullBodyImage.png?itok=JTxnVAy7,alexis dufresne
Jessamyn Duke,1,0,3,0,3,1,3,0,73.0,71.0,135.0,1986.0,False,True,False,False,False,jessamyn duke,Jessamyn Duke,https://www.ufc.com/athlete/jessamyn-duke,6,3,3,0,229.0,431.0,0.0,11.0,4.83,4.43,1.27,1.9,57.0,50.0,0.0,711.0,171.0,50.0,8.0,149.0,63.0,17.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/a058340b-be39-4fe1-abf7-7576ae575a26%252FJessamyn-Duke_453489_LeftFullBodyImage.png?itok=UszPfaI2,jessamyn duke
Islam Dulatov,2,0,0,2,0,2,0,0,75.0,75.0,170.0,1998.0,False,True,False,False,False,islam dulatov,Islam Dulatov,https://www.ufc.com/athlete/islam-dulatov,13,12,1,0,60.0,110.0,0.0,1.0,8.78,4.24,2.2,0.0,50.0,100.0,4.39,205.0,46.0,8.0,6.0,49.0,10.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-07/DULATOV_ISLAM_R_07-19.png?itok=-fMe64QA,islam dulatov
Isaac Dulgarian,1,1,1,0,0,1,1,0,71.0,67.0,145.0,1996.0,False,True,False,False,False,isaac dulgarian,Isaac Dulgarian,https://www.ufc.com/athlete/isaac-dulgarian,8,7,1,0,98.0,153.0,1.0,19.0,3.37,1.82,5.15,2.06,41.0,0.0,9.0,0.0,19.0,1.0,78.0,90.0,2.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-09/DULGARIAN_ISAAC_L_09-07.png?itok=WW7s1LSo,isaac dulgarian
Kelly Dullanty,0,1,0,0,1,0,1,0,72.0,68.0,155.0,1977.0,False,True,False,False,False,kelly dullanty,Kelly Dullanty,https://www.ufc.com/athlete/kelly-dullanty,5,4,1,0,0.0,1.0,0.0,0.0,0.0,0.67,0.0,0.0,75.0,67.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,,kelly dullanty
Sedriques Dumas,2,2,3,0,0,2,1,0,79.0,74.0,185.0,1995.0,False,True,False,False,False,sedriques dumas,Sedriques Dumas,https://www.ufc.com/athlete/sedriques-dumas,13,10,3,0,129.0,288.0,0.0,14.0,2.12,2.5,1.23,0.25,56.0,40.0,0.0,456.0,102.0,3.0,24.0,63.0,20.0,46.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-03/DUMAS_SEDRIQUES_L_03-11.png?itok=3LzypMhg,sedriques dumas
Norma Dumont,1,0,9,0,0,5,1,0,67.0,67.0,135.0,1990.0,False,True,False,False,False,norma dumont,Norma Dumont,https://www.ufc.com/athlete/norma-dumont,14,12,2,0,574.0,1147.0,5.0,30.0,3.86,2.16,1.72,0.0,66.0,72.0,0.2,891.0,458.0,78.0,38.0,369.0,117.0,88.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/5/DUMONT_NORMA_L_04-06.png?itok=9ce0jese,norma dumont
Chris Duncan,2,3,3,3,0,3,1,0,71.0,70.0,155.0,1993.0,False,True,False,False,False,chris duncan,Chris Duncan,https://www.ufc.com/athlete/lyudovit-klayn-4,16,14,2,0,307.0,692.0,5.0,33.0,4.64,4.53,3.17,0.45,52.0,50.0,0.45,497.0,272.0,16.0,19.0,181.0,75.0,51.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-07/DUNCAN_CHRIS_L_07-22.png?itok=8pB-jTKw,chris duncan
Christian Leroy Duncan,4,0,3,0,0,2,1,0,79.0,74.0,185.0,1995.0,False,False,False,False,True,christian leroy duncan,Christian Leroy Duncan,https://www.ufc.com/athlete/christian-leroy-duncan,14,12,2,0,324.0,547.0,0.0,9.0,4.83,2.94,0.22,0.0,51.0,71.0,0.45,575.0,233.0,64.0,27.0,166.0,53.0,105.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-03/DUNCAN_CHRISTIAN_LEROY_L_03-22.png?itok=0ec9kXLV,christian leroy duncan
Evan Dunham,6,3,11,0,3,4,3,0,70.0,70.0,155.0,1981.0,False,False,False,True,False,evan dunham,Evan Dunham,https://www.ufc.com/athlete/evan-dunham,27,18,8,1,1228.0,3128.0,27.0,84.0,5.33,3.54,1.82,0.98,62.0,80.0,0.13,658.0,1024.0,142.0,62.0,1039.0,137.0,52.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67929/profile-galery/fullbodyleft-picture/Evan-Dunham_1025_LeftFullBodyImage.png?itok=J9lBU47u,evan dunham
Tom Duquesnoy,1,0,2,1,0,1,1,0,68.0,67.0,135.0,1993.0,False,True,False,False,False,tom duquesnoy,Tom Duquesnoy,https://www.ufc.com/athlete/tom-duquesnoy,17,15,2,0,136.0,300.0,1.0,4.0,3.83,5.3,0.42,0.0,63.0,47.0,0.85,709.0,115.0,20.0,1.0,66.0,30.0,40.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69397/profile-galery/fullbodyleft-picture/Tom-Duquesnoy_624585_LeftFullBodyImage.png?VersionId=1hW5ro2UwdTdjC_kxbNuM_b0Pz.CenkE&itok=ZcHcpiOv,tom duquesnoy
Albert Duraev,1,2,2,0,1,2,1,0,75.0,71.0,185.0,1989.0,False,True,False,False,False,albert duraev,Albert Duraev,https://www.ufc.com/athlete/kori-makkenna-8,21,16,5,0,159.0,393.0,1.0,24.0,2.99,3.01,1.97,0.56,60.0,67.0,0.0,639.0,115.0,1.0,43.0,98.0,18.0,43.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-07/DURAEV_ALBERT_L_07-15.png?itok=NXYF4vdj,albert duraev
Reuben Duran,1,1,2,0,2,1,2,0,71.0,67.0,135.0,1983.0,False,True,False,False,False,reuben duran,Reuben Duran,https://www.ufc.com/athlete/reuben-duran,14,8,5,1,147.0,300.0,0.0,13.0,3.19,2.61,0.98,0.65,51.0,25.0,0.0,691.0,84.0,44.0,19.0,76.0,46.0,25.0,,reuben duran
Cody Durden,3,4,6,0,0,4,2,0,67.0,67.0,125.0,1991.0,False,False,False,True,False,cody durden,Cody Durden,https://www.ufc.com/athlete/cody-durden,26,17,8,1,425.0,948.0,9.0,71.0,3.44,4.35,4.13,0.73,50.0,73.0,0.12,570.0,358.0,16.0,51.0,311.0,58.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-06/DURDEN_CODY_L_06-14.png?itok=kK4UQmwH,cody durden
Luiz Dutra,1,0,0,0,2,0,2,0,72.0,71.0,170.0,1982.0,False,True,False,False,False,luiz dutra,Luiz Dutra,https://www.ufc.com/athlete/luiz-dutra,16,11,4,1,31.0,61.0,0.0,2.0,3.92,4.8,0.0,0.0,42.0,100.0,0.0,238.0,19.0,12.0,0.0,12.0,13.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/54b2dd0c-28ec-4aac-aed8-2becd6282828%252FLuiz-Dutra_309057_LeftFullBodyImage.png?itok=5Bcf4mD1,luiz dutra
Merab Dvalishvili,1,2,13,0,0,14,2,4,68.0,66.0,135.0,1991.0,False,True,False,False,False,merab dvalishvili,Merab Dvalishvili,https://www.ufc.com/athlete/merab-dvalishvili,25,21,4,0,1188.0,2798.0,17.0,309.0,4.33,2.55,6.4,0.27,56.0,83.0,0.05,1028.0,725.0,179.0,284.0,775.0,207.0,206.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/DVALISHVILI_MERAB_L_BELT_10-04.png?itok=28czGqaG,merab dvalishvili
David Dvorak,0,1,5,0,3,3,3,0,68.0,65.0,125.0,1992.0,False,True,False,False,False,david dvorak,David Dvorak,https://www.ufc.com/athlete/david-dvorak,26,20,6,0,269.0,625.0,0.0,10.0,3.48,3.29,0.58,0.19,60.0,70.0,0.0,773.0,231.0,30.0,8.0,137.0,58.0,74.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/DVORAK_DAVID_L_06-10.png?itok=V7C40IWA,david dvorak
Matt Dwyer,2,0,2,0,2,1,2,0,76.0,76.0,170.0,1989.0,False,True,False,False,False,matt dwyer,Matt Dwyer,https://www.ufc.com/athlete/matt-dwyer,12,8,4,0,88.0,257.0,0.0,10.0,2.57,3.24,0.44,0.0,55.0,60.0,0.88,514.0,65.0,18.0,5.0,49.0,13.0,26.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/0535dcd7-34d1-4306-a257-d58c7400802f%252FMatt-Dwyer_490195_LeftFullBodyImage.png?itok=LZx26chT,matt dwyer
Rolando Dy,2,0,2,0,1,1,2,0,69.0,68.0,145.0,1990.0,False,True,False,False,False,rolando dy,Rolando Dy,https://www.ufc.com/athlete/rolando-dy,16,9,6,1,151.0,401.0,1.0,5.0,3.04,4.47,0.3,0.0,52.0,68.0,0.3,745.0,117.0,27.0,7.0,91.0,43.0,17.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69134/profile-galery/fullbodyleft-picture/Rolando-Dy_630706_LeftFullBodyImage.png?VersionId=.6_7i7cTapSlF7PUhtnMPGFUsN7sU8WV&itok=1yMyH6yI,rolando dy
