fighter_name,ko/tko_wins,submission_wins,decision_wins,win_streak,lose_streak,longest_win_streak,longest_lose_streak,title_fight_wins,reach_in,height_in,weight_in,dob_in,stance_Open,stance_Orthodox,stance_Sideways,stance_Southpaw,stance_Switch,fighter_name_norm,name,url,total_fights,wins,losses,draw,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedown_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_def,takedown_def,knockdown_avg,avg_fight_time_seconds,str_standing,str_clinch,str_ground,str_head,str_body,str_leg,img,name_norm
Nicco Montano,0,0,2,0,1,1,1,1,65.0,65.0,135.0,1988.0,False,False,False,True,False,nicco montano,Nicco Montano,https://www.ufc.com/athlete/nicco-montano,8,5,3,0,224.0,535.0,3.0,11.0,5.6,4.43,2.25,0.38,64.0,69.0,0.0,1200.0,187.0,16.0,21.0,151.0,23.0,50.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/69629%252Fprofile-galery%252Ffullbodyleft-picture%252FMONTANO_NICCO_L_07-31.png?itok=srf33263,nicco montano
Sofia Montenegro,0,0,1,0,1,0,1,0,67.0,66.0,125.0,1999.0,False,True,False,False,False,sofia montenegro,Sofia Montenegro,https://www.ufc.com/athlete/sofia-montenegro,1,0,1,0,64.0,160.0,0.0,4.0,4.27,5.67,1.0,0.0,49.0,100.0,1.0,900.0,45.0,4.0,15.0,45.0,13.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/MONTENEGRO_SOFIA_R.png?itok=cA_5A0PK,sofia montenegro
Alberto Montes,0,1,0,1,0,1,0,0,69.0,67.0,145.0,1994.0,False,True,False,False,False,alberto montes,Alberto Montes,https://www.ufc.com/athlete/alberto-montes,1,1,0,0,38.0,57.0,0.0,0.0,4.98,4.85,0.0,9.83,58.0,67.0,0.0,458.0,38.0,0.0,0.0,28.0,10.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/MONTES_ALBERTO_L.png?itok=E77np70d,alberto montes
Steve Montgomery,1,0,1,0,2,0,2,0,72.0,76.0,185.0,1990.0,False,False,False,True,False,steve montgomery,Steve Montgomery,https://www.ufc.com/athlete/steve-montgomery,12,8,4,0,86.0,219.0,0.0,0.0,4.85,4.12,0.0,0.0,48.0,64.0,0.0,532.0,58.0,26.0,2.0,57.0,26.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/24877c3a-feef-48d2-b7de-8344aa5fdc7c%252Fsteve-montgomery_530251_LeftFullBodyImage.png?itok=cv4p2ZYl,steve montgomery
James Moontasri,1,2,3,0,2,1,2,0,71.0,70.0,170.0,1988.0,False,False,False,False,True,james moontasri,James Moontasri,https://www.ufc.com/athlete/james-moontasri,14,9,5,0,142.0,290.0,0.0,1.0,2.39,3.86,0.0,0.25,41.0,79.0,0.51,594.0,78.0,25.0,39.0,82.0,39.0,21.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/fd527642-0072-4b72-890c-4a0715a3c524%252FJames-Moontasri_490594_LeftFullBodyImage.png?itok=z-xoxRVT,james moontasri
Homer Moore,0,1,0,0,1,0,1,0,72.0,70.0,205.0,1971.0,False,True,False,False,False,homer moore,Homer Moore,https://www.ufc.com/athlete/homer-moore,19,17,2,0,4.0,8.0,0.0,3.0,0.68,0.68,5.07,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,,homer moore
Taylor Moore,0,0,1,0,1,0,1,0,70.0,70.0,135.0,1993.0,False,False,False,True,False,taylor moore,Taylor Moore,https://www.ufc.com/athlete/taylor-moore,1,0,1,0,3.0,4.0,0.0,1.0,0.2,2.07,0.0,0.0,43.0,25.0,0.0,900.0,3.0,0.0,0.0,0.0,0.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-11/71724%252Fprofile-galery%252Ffullbodyright-picture%252FMOORE_TAYLOR_R.png?itok=wi40mksJ,taylor moore
Sergio Moraes,4,3,7,0,3,4,3,0,72.0,72.0,170.0,1982.0,False,True,False,False,False,sergio moraes,Sergio Moraes,https://www.ufc.com/athlete/sergio-moraes,22,14,7,1,423.0,993.0,8.0,36.0,2.42,3.73,1.2,0.43,60.0,75.0,0.09,749.0,385.0,12.0,26.0,324.0,73.0,26.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2018-10/MORAES_SERGIO_L.png?VersionId=Wv_QG3jG3jj0inI7zb1mFGITuS.zv4kr&itok=LdvSD5ZC,sergio moraes
Marlon Moraes,7,1,3,0,4,4,4,0,67.0,66.0,135.0,1988.0,False,True,False,False,False,marlon moraes,Marlon Moraes,https://www.ufc.com/athlete/marlon-moraes,34,23,10,1,290.0,714.0,1.0,12.0,3.37,4.53,0.87,0.35,54.0,46.0,0.87,470.0,267.0,4.0,19.0,189.0,46.0,55.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-09/68724%252Fprofile-galery%252Ffullbodyleft-picture%252FMORAES_MARLON_L_09-25.png?itok=56HFT-Vf,marlon moraes
Sheymon Moraes,1,1,3,0,2,2,2,0,72.0,68.0,145.0,1990.0,False,True,False,False,False,sheymon moraes,Sheymon Moraes,https://www.ufc.com/athlete/sheymon-moraes,15,11,4,0,188.0,445.0,0.0,4.0,3.0,3.64,0.0,0.0,64.0,54.0,0.48,751.0,150.0,30.0,8.0,83.0,85.0,20.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/MORAES_SHEYMON_L.png?VersionId=QiS3a7eXahQqV8P0x.AvFuv5JRt6jShB&itok=GNPjlpi6,sheymon moraes
John Moraga,4,4,6,0,1,3,3,0,66.0,66.0,125.0,1984.0,False,True,False,False,False,john moraga,John Moraga,https://www.ufc.com/athlete/john-moraga,26,19,7,0,433.0,995.0,7.0,30.0,2.57,2.55,0.62,1.07,56.0,45.0,0.18,721.0,254.0,82.0,97.0,242.0,109.0,82.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68298/profile-galery/fullbodyleft-picture/John-Moraga_285939_LeftFullBodyImage.png?VersionId=pmDi6ZCx2E.yBjCqaGsZcoMlbUWjNrE4&itok=FEvjeDS0,john moraga
Leonardo Morales,0,1,1,0,2,0,2,0,72.0,68.0,135.0,1992.0,False,False,False,True,False,leonardo morales,Leonardo Morales,https://www.ufc.com/athlete/leonardo-morales,7,5,2,0,36.0,76.0,0.0,1.0,2.05,2.05,0.0,0.0,58.0,63.0,0.0,527.0,28.0,4.0,4.0,13.0,11.0,12.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/a6afaac8-0c9e-4432-8c59-fcfecb40dfff%252Fleonardo-morales_498766_LeftFullBodyImage.png?itok=vEXzAqR-,leonardo morales
Albert Morales,1,1,3,0,3,1,3,0,72.0,69.0,135.0,1991.0,False,True,False,False,False,albert morales,Albert Morales,https://www.ufc.com/athlete/albert-morales,12,7,4,1,314.0,879.0,3.0,14.0,3.81,3.96,0.91,0.18,56.0,71.0,0.0,706.0,261.0,23.0,30.0,185.0,37.0,92.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Albert-Morales_602347_LeftFullBodyImage.png?itok=MO9nlN8g,albert morales
Joseph Morales,1,2,1,0,0,1,2,1,69.0,66.0,125.0,1994.0,False,False,False,False,True,joseph morales,Joseph Morales,https://www.ufc.com/athlete/joseph-morales,16,14,2,0,74.0,184.0,0.0,7.0,2.02,2.11,1.23,2.87,57.0,29.0,0.41,549.0,42.0,11.0,21.0,46.0,23.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/MORALES_JOSEPH_L.png?itok=a0nJSuwB,joseph morales
Vince Morales,2,1,9,0,5,2,5,0,70.0,67.0,135.0,1990.0,False,True,False,False,False,vince morales,Vince Morales,https://www.ufc.com/athlete/vince-morales,26,16,10,0,548.0,1449.0,0.0,15.0,3.57,4.0,0.59,0.49,54.0,59.0,0.29,767.0,480.0,40.0,28.0,359.0,136.0,53.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-02/MORALES_VINCE_L_02-15.png?itok=dFnsp78P,vince morales
Omar Morales,2,1,5,0,3,3,3,0,73.0,71.0,155.0,1985.0,False,True,False,False,False,omar morales,Omar Morales,https://www.ufc.com/athlete/omar-morales,15,11,4,0,334.0,832.0,1.0,3.0,3.42,3.18,0.46,0.0,58.0,64.0,0.31,733.0,284.0,36.0,14.0,217.0,62.0,55.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-04/MORALES_OMAR_L_03-18.png?itok=cry5CciK,omar morales
Michael Morales,4,0,3,0,0,7,0,0,79.0,72.0,170.0,1999.0,False,True,False,False,False,michael morales,Michael Morales,https://www.ufc.com/athlete/karlos-olberg-2,18,18,0,0,385.0,782.0,0.0,12.0,5.62,3.31,1.09,0.0,53.0,89.0,1.31,588.0,288.0,25.0,72.0,300.0,29.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/5/MORALES_MICHAEL_L_08-24.png?itok=KJk7WZUQ,michael morales
Sarah Moras,2,1,6,0,2,1,3,0,67.0,67.0,135.0,1988.0,False,True,False,False,False,sarah moras,Sarah Moras,https://www.ufc.com/athlete/sarah-moras,14,6,8,0,257.0,749.0,3.0,23.0,2.28,3.58,0.67,0.8,50.0,33.0,0.0,751.0,163.0,17.0,77.0,177.0,35.0,45.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/bc95c750-2c9f-49b0-97af-3dcdf3bb801d%252FMORAS_SARAH_L_05-04.png?itok=b0QxgGMJ,sarah moras
Christian Morecraft,3,1,0,0,2,1,2,0,81.0,78.0,260.0,1986.0,False,True,False,False,False,christian morecraft,Christian Morecraft,https://www.ufc.com/athlete/christian-morecraft,10,7,3,0,78.0,227.0,0.0,9.0,2.82,2.46,3.26,2.17,46.0,50.0,0.0,415.0,26.0,5.0,47.0,64.0,7.0,7.0,,christian morecraft
Richardson Moreira,1,0,1,0,2,0,2,0,72.0,74.0,185.0,1984.0,False,True,False,False,False,richardson moreira,Richardson Moreira,https://www.ufc.com/athlete/richardson-moreira,11,7,4,0,18.0,63.0,0.0,6.0,1.17,1.83,0.0,0.0,67.0,100.0,0.0,460.0,12.0,6.0,0.0,13.0,3.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/08d8e5f0-4b51-4991-8c31-823adae36c72%252Frichardson-moreira_477653_LeftFullBodyImage.png?itok=hyDmqnWb,richardson moreira
Gisele Moreira,0,0,1,1,0,1,0,0,72.0,66.0,135.0,1981.0,False,True,False,False,False,gisele moreira,Gisele Moreira,https://www.ufc.com/athlete/gisele-moreira,0,0,0,0,89.0,210.0,0.0,7.0,5.93,6.33,4.0,0.0,49.0,0.0,15.0,0.0,81.0,4.0,4.0,57.0,14.0,18.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Fighter_fullLength_Shadow-woman-blue.png?VersionId=SaZSiHq6Es28JDi9_jfSTmRNG4l_XkBS&itok=Eo7XnRU0,gisele moreira
Vinicius Moreira,3,2,0,0,4,1,4,0,76.0,76.0,205.0,1989.0,False,True,False,False,False,vinicius moreira,Vinicius Moreira,https://www.ufc.com/athlete/vinicius-moreira,14,9,5,0,72.0,122.0,0.0,16.0,3.15,5.07,1.97,1.31,43.0,0.0,4.0,0.0,40.0,5.0,27.0,33.0,19.0,20.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2019-09/MOREIRA_VINICIUS_L.png?VersionId=H9.mJUYIi_cdgM1WoE8JIidyvJqx1Swn&itok=3FqZWOhx,vinicius moreira
Brandon Moreno,3,3,11,0,0,3,2,3,70.0,67.0,125.0,1993.0,False,True,False,False,False,brandon moreno,Brandon Moreno,https://www.ufc.com/athlete/brandon-moreno,33,23,8,2,1220.0,2761.0,12.0,70.0,3.96,3.62,1.51,0.39,61.0,64.0,0.19,1028.0,1071.0,62.0,87.0,910.0,192.0,118.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-03/MORENO_BRANDON_L_03-29.png?itok=_2Mup1lT,brandon moreno
Dan Moret,1,0,2,0,3,0,3,0,73.0,72.0,155.0,1986.0,False,False,False,True,False,dan moret,Dan Moret,https://www.ufc.com/athlete/dan-moret,19,13,6,0,96.0,219.0,0.0,11.0,2.67,3.56,1.25,0.42,43.0,45.0,0.0,720.0,56.0,33.0,7.0,50.0,28.0,18.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67717/profile-galery/fullbodyleft-picture/MORET_DAN_L.png?VersionId=I4_bJ9h5zHppkRBBHn6iicQfZTuwwkw1&itok=ApBt14Bn,dan moret
Sammy Morgan,4,0,1,0,5,0,5,0,72.0,70.0,170.0,1981.0,False,True,False,False,False,sammy morgan,Sammy Morgan,https://www.ufc.com/athlete/sammy-morgan,25,18,7,0,33.0,148.0,0.0,15.0,1.05,3.74,1.43,0.48,40.0,0.48,6.0,0.0,26.0,7.0,0.0,19.0,8.0,6.0,,sammy morgan
Peggy Morgan,0,0,1,0,1,0,1,0,72.0,73.0,135.0,1979.0,False,False,False,False,False,peggy morgan,Peggy Morgan,https://www.ufc.com/athlete/peggy-morgan,3,2,1,0,34.0,147.0,0.0,0.0,2.27,8.2,0.0,0.0,34.0,50.0,0.0,900.0,31.0,0.0,3.0,34.0,0.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Peggy_Morgan/PeggyMorgan_UNIFORM_TUF18_019.png?VersionId=Ur_2XPLNzcV1lSazGkjTLaHOIcbvDCY2&itok=TArodJOG,peggy morgan
Alexander Morgan,0,1,0,0,1,0,1,0,71.0,70.0,145.0,1991.0,False,True,False,False,False,alexander morgan,Alexander Morgan,https://www.ufc.com/athlete/alexander-morgan,1,0,1,0,12.0,27.0,0.0,0.0,3.71,2.78,0.0,0.0,47.0,0.0,3.0,0.0,12.0,0.0,0.0,6.0,2.0,4.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-08/MORGAN_ALEX_R.png?itok=BUGGdcpt,alexander morgan
Alex Morono,5,2,15,0,3,4,3,0,72.0,71.0,170.0,1990.0,False,True,False,False,False,alex morono,Alex Morono,https://www.ufc.com/athlete/alex-morono,36,24,12,0,1356.0,3364.0,0.0,25.0,5.03,4.78,0.33,0.33,56.0,48.0,0.28,704.0,1203.0,97.0,56.0,1077.0,183.0,96.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-03/MORONO_ALEX_L_03-08.png?itok=sUfEzsXT,alex morono
Maryna Moroz,0,3,9,0,3,3,3,0,67.0,67.0,125.0,1991.0,False,True,False,False,False,maryna moroz,Maryna Moroz,https://www.ufc.com/athlete/maryna-moroz,17,11,6,0,662.0,1970.0,1.0,29.0,4.42,4.89,0.7,0.6,52.0,43.0,0.0,750.0,539.0,58.0,65.0,415.0,190.0,57.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/MOROZ_MARYNA_L_08-19.png?itok=TqW0GSn_,maryna moroz
Sergey Morozov,0,2,3,2,0,2,1,0,67.0,66.0,135.0,1989.0,False,True,False,False,False,sergey morozov,Sergey Morozov,https://www.ufc.com/athlete/sergey-morozov,24,19,5,0,187.0,430.0,7.0,47.0,3.01,2.97,3.63,0.0,61.0,68.0,0.24,745.0,147.0,17.0,23.0,134.0,27.0,26.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-12/MOROZOV_SERGEY_L_12-17.png?itok=fEz_MX9T,sergey morozov
Brad Morris,2,0,0,0,2,0,2,0,72.0,74.0,205.0,1979.0,False,True,False,False,False,brad morris,Brad Morris,https://www.ufc.com/athlete/brad-morris,14,10,4,0,5.0,8.0,0.0,1.0,0.5,6.95,0.0,0.0,28.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,,brad morris
Scott Morris,1,1,0,0,1,1,1,0,72.0,70.0,210.0,1986.0,False,True,False,False,False,scott morris,Scott Morris,https://www.ufc.com/athlete/scott-morris,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,scott morris
Anthony Morrison,0,2,0,0,2,0,2,0,72.0,67.0,145.0,1984.0,False,True,False,False,False,anthony morrison,Anthony Morrison,https://www.ufc.com/athlete/anthony-morrison,23,15,8,0,7.0,21.0,0.0,0.0,1.7,0.49,0.0,0.0,80.0,50.0,0.0,124.0,6.0,1.0,0.0,4.0,1.0,2.0,,anthony morrison
Harry Moskowitz,0,0,2,0,2,0,2,0,72.0,77.0,275.0,1986.0,False,True,False,False,False,harry moskowitz,Harry Moskowitz,https://www.ufc.com/athlete/harry-moskowitz,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,harry moskowitz
Carlos Mota,0,0,1,0,1,0,1,0,69.0,64.0,125.0,1995.0,False,True,False,False,False,carlos mota,Carlos Mota,https://www.ufc.com/athlete/carlos-mota,10,8,2,0,12.0,29.0,0.0,0.0,0.8,1.13,0.0,1.0,54.0,50.0,0.0,900.0,7.0,0.0,5.0,6.0,5.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-11/MOTA_CARLOS_L_10-29.png?itok=RYnNMJ4M,carlos mota
Nikolas Motta,5,0,2,0,1,2,1,0,70.0,69.0,155.0,1993.0,False,True,False,False,False,nikolas motta,Nikolas Motta,https://www.ufc.com/athlete/nikolas-motta,21,15,6,0,273.0,712.0,0.0,0.0,4.13,5.28,0.0,0.0,52.0,83.0,1.13,496.0,228.0,14.0,31.0,216.0,35.0,22.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-01/MOTTA_NIKOLAS_L_01-13.png?itok=tmRvaKtN,nikolas motta
Eduarda Moura,1,1,3,2,0,2,1,0,67.0,66.0,125.0,1994.0,False,True,False,False,False,eduarda moura,Eduarda Moura,https://www.ufc.com/athlete/eduarda-moura,13,12,1,0,171.0,451.0,3.0,37.0,3.04,2.47,3.73,0.27,62.0,80.0,0.0,675.0,101.0,8.0,62.0,147.0,11.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-11/MOURA_EDUARDA_L_06-08.png?itok=jXyS1Ygr,eduarda moura
Gegard Mousasi,17,9,8,5,0,12,1,4,76.0,74.0,185.0,1985.0,False,True,False,False,False,gegard mousasi,Gegard Mousasi,https://www.ufc.com/athlete/gegard-mousasi,50,42,6,2,1028.0,2027.0,0.0,48.0,3.75,1.21,1.59,1.15,69.0,60.0,0.33,470.0,458.0,176.0,394.0,746.0,119.0,163.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/964e83df-28e3-4aea-b2fe-414b55f22aca%252FGegard-Mousasi_241929_LeftFullBodyImage.png?itok=Mpnt5r9o,gegard mousasi
Kris Moutinho,3,0,0,0,3,0,3,0,68.0,67.0,135.0,1992.0,False,False,False,True,False,kris moutinho,Kris Moutinho,https://www.ufc.com/athlete/kameron-els-7,21,14,7,0,87.0,275.0,0.0,1.0,4.51,14.68,0.0,0.0,29.0,0.0,6.0,0.0,86.0,1.0,0.0,50.0,9.0,28.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/c9dc5e90-fb24-44e0-9a16-9b684c5af43b%252FMOUTINHO_KRIS_L_03-12.png?itok=mqNPsVA0,kris moutinho
Jamie Moyle,0,0,3,0,2,1,2,0,65.0,61.0,115.0,1989.0,False,True,False,False,False,jamie moyle,Jamie Moyle,https://www.ufc.com/athlete/jamie-moyle,7,4,3,0,203.0,394.0,3.0,14.0,4.51,4.0,1.0,0.0,66.0,50.0,0.0,900.0,157.0,33.0,13.0,97.0,63.0,43.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/5cea4e50-656f-48da-ae1d-4614a0802922%252Fjamie-moyle_587590_LeftFullBodyImage.png?itok=0x9P76lv,jamie moyle
Askar Mozharov,1,0,0,0,1,0,1,0,74.0,75.0,205.0,1994.0,False,True,False,False,False,askar mozharov,Askar Mozharov,https://www.ufc.com/athlete/shakhin-santana-1,1,0,1,0,2.0,11.0,0.0,0.0,0.43,4.07,0.0,0.0,14.0,33.0,0.0,280.0,2.0,0.0,0.0,1.0,1.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-06/ffae1624-c7ea-453d-a82b-1961ec583a6b%252FMOZHAROV_ASKAR_L_06-04.png?itok=g5pmxQ7C,askar mozharov
Lauren Mueller,0,1,4,0,3,2,3,0,67.0,65.0,125.0,1991.0,False,True,False,False,False,lauren mueller,Lauren Mueller,https://www.ufc.com/athlete/lauren-mueller,8,5,3,0,261.0,625.0,2.0,6.0,4.08,3.77,0.7,0.0,59.0,71.0,0.0,768.0,193.0,59.0,9.0,148.0,82.0,31.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2018-11/MUELLER_LAUREN_L.png?VersionId=UrF88G.8r69y7oXNdR4I.I1WesYzq5vK&itok=ZjGprkgM,lauren mueller
Belal Muhammad,3,1,15,0,0,6,1,1,72.0,71.0,170.0,1988.0,False,True,False,False,False,belal muhammad,Belal Muhammad,https://www.ufc.com/athlete/belal-muhammad,28,24,4,0,1373.0,3158.0,15.0,119.0,4.46,3.78,2.24,0.15,56.0,90.0,0.0,923.0,1186.0,68.0,119.0,1069.0,189.0,115.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-05/MUHAMMAD_BELAL_L_05-06.png?itok=VAW-Py41,belal muhammad
Quinn Mulhern,1,1,4,0,2,3,2,0,72.0,75.0,155.0,1984.0,False,True,False,False,False,quinn mulhern,Quinn Mulhern,https://www.ufc.com/athlete/quinn-mulhern,22,18,4,0,49.0,169.0,0.0,15.0,1.48,2.09,1.36,0.0,52.0,33.0,0.0,772.0,37.0,6.0,6.0,35.0,8.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Quinn_Mulhern/QuinnMulhern_UFC158_018.png?VersionId=ztu_Uc2ofX0CtqzHettbeTAusB7aZd07&itok=CF6fNSog,quinn mulhern
James Mulheron,0,0,1,0,1,0,1,0,73.0,70.0,243.0,1988.0,False,True,False,False,False,james mulheron,James Mulheron,https://www.ufc.com/athlete/james-mulheron,13,11,2,0,36.0,114.0,0.0,0.0,2.4,3.47,0.0,0.0,43.0,25.0,0.0,900.0,30.0,6.0,0.0,15.0,18.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/afb2c5a2-d7af-4446-b9d9-20a56160a70d%252FJames-Mulheron_630115_LeftFullBodyImage.png?itok=7I0x3iHx,james mulheron
Jamie Mullarkey,6,0,6,1,0,2,2,0,74.0,72.0,155.0,1994.0,False,True,False,False,False,jamie mullarkey,Jamie Mullarkey,https://www.ufc.com/athlete/jamie-mullarkey,26,18,8,0,499.0,1068.0,3.0,64.0,4.2,4.34,2.4,0.13,55.0,79.0,0.25,594.0,429.0,45.0,25.0,258.0,109.0,132.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/MULLARKEY_JAMIE_L_09-27.png?itok=kUd-JZe5,jamie mullarkey
Jim Mullen,1,0,0,0,1,0,1,0,72.0,73.0,215.0,1986.0,False,False,False,True,False,jim mullen,Jim Mullen,https://www.ufc.com/athlete/garri-moskovic-2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,jim mullen
Melissa Mullins,2,0,2,0,1,1,1,0,68.0,67.0,135.0,1991.0,False,True,False,False,False,melissa mullins,Melissa Mullins,https://www.ufc.com/athlete/melissa-mullins,9,7,2,0,165.0,327.0,0.0,14.0,3.71,4.39,2.03,0.0,53.0,86.0,0.0,667.0,121.0,6.0,38.0,135.0,20.0,10.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-11/MULLINS_MELISSA_L_11-09.png?itok=mmgECS_z,melissa mullins
Pedro Munhoz,3,3,14,0,3,4,3,0,65.0,66.0,135.0,1986.0,False,True,False,False,False,pedro munhoz,Pedro Munhoz,https://www.ufc.com/athlete/pedro-munhoz,30,20,10,0,1358.0,3239.0,7.0,50.0,5.38,6.29,0.48,0.48,56.0,82.0,0.42,688.0,1252.0,57.0,49.0,723.0,224.0,411.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/MUNHOZ_PEDRO_L_03-09.png?itok=4SR0uxFd,pedro munhoz
Andre Muniz,3,5,4,0,2,7,2,0,78.0,73.0,185.0,1990.0,False,False,False,True,False,andre muniz,Andre Muniz,https://www.ufc.com/athlete/andre-muniz,32,24,8,0,220.0,452.0,3.0,58.0,2.08,2.46,3.98,1.14,51.0,36.0,0.0,528.0,179.0,11.0,30.0,139.0,40.0,41.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-04/MUNIZ_ANDRE_L_12-09.png?itok=QXXJH0Ft,andre muniz
Mark Munoz,9,2,6,1,0,4,3,0,71.0,72.0,185.0,1978.0,False,True,False,False,False,mark munoz,Mark Munoz,https://www.ufc.com/athlete/mark-munoz,20,14,6,0,428.0,837.0,0.0,98.0,3.12,2.26,3.17,0.55,57.0,58.0,0.22,484.0,125.0,99.0,204.0,263.0,115.0,50.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68712/profile-galery/fullbodyleft-picture/Mark-Munoz_916_LeftFullBodyImage.png?VersionId=jAUQE3coTwcztB9eG8Y1N06ccISRQ_TJ&itok=vUuU98mS,mark munoz
Alexander Munoz,0,0,4,1,0,1,2,0,72.0,69.0,155.0,1990.0,False,False,False,False,True,alexander munoz,Alexander Munoz,https://www.ufc.com/athlete/alexander-munoz,9,7,2,0,222.0,520.0,5.0,30.0,3.7,4.73,3.0,0.0,55.0,100.0,0.25,900.0,167.0,14.0,41.0,149.0,39.0,34.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-07/MUNOZ_ALEXANDER_L_07-15.png?itok=SdpGxgiv,alexander munoz
Johnny Munoz,1,1,4,0,2,1,2,0,71.0,69.0,135.0,1993.0,False,True,False,False,False,johnny munoz,Johnny Munoz,https://www.ufc.com/athlete/johnny-munoz,16,12,4,0,168.0,458.0,4.0,43.0,2.44,2.66,2.4,1.75,55.0,45.0,0.0,687.0,125.0,26.0,17.0,92.0,53.0,23.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/71685%252Fprofile-galery%252Ffullbodyleft-picture%252FMUNOZ_JOHNNY_L_08-07.png?itok=DU6bWldI,johnny munoz
